시점,행정구역(시군구)별,성별,계,20 - 24세,25 - 29세,30 - 34세,35 - 39세,65 - 69세,70 - 74세,75 - 79세,80세 이상,80 - 84세,85세 이상,85 - 89세,90 - 94세,95 - 99세,100세 이상
2021,산청군,여자,17455,570.5,440.5,413.5,506,1641,1365,1534,3089,1583.5,1505.5,1038,372.5,84.5,10.5
2021,함양군,계,38444,1639,1338.5,1078,1420,3384.5,2823.5,2590,4495.5,2533,1962.5,1357,487,105,13.5
2021,함양군,여자,19858,708.5,572,501.5,705,1690,1541.5,1637,3191.5,1666.5,1525,1037,392.5,84.5,11
2021,거창군,계,61002,3353.5,2447,2130,2718.5,4597,3665.5,3267.5,5685.5,3156,2529.5,1755,631.5,120,23
2021,거창군,여자,31119,1351.5,1030.5,961,1370.5,2368,2017.5,2039.5,3960,2103.5,1856.5,1257,489,91.5,19
2021,합천군,계,43105,1576,1313,1045,1382.5,4181.5,3623.5,3433.5,6151,3436,2715,1995.5,586.5,113.5,19.5
2021,합천군,여자,22258,689.5,529,449.5,622.5,2096.5,1972.5,2163,4416.5,2345,2071.5,1488.5,465.5,99.5,18
2021,제주특별자치도,계,670992.5,40498,41100,35527,45845.5,33322,25198,20056,28612,15302,13310,9082.5,3138.5,917,172
2021,제주특별자치도,여자,334313,18988.5,19490,17470.5,22891.5,17043,13365,11285,19785,9642,10143,6528,2615,838,162
2021,제주시,계,489241,30999,31744.5,27222.5,34549.5,22704,16736,13164,18758,9983,8775,5881,2148,638,108
2021,제주시,여자,244352.5,14607,15147,13380.5,17205,11601.5,8938.5,7412,13000.5,6297,6703.5,4230,1784,588.5,101
2021,서귀포시,계,181751.5,9499,9355.5,8304.5,11296,10618,8462,6892,9854,5319,4535,3201.5,990.5,279,64
2021,서귀포시,여자,89960.5,4381.5,4343,4090,5686.5,5441.5,4426.5,3873,6784.5,3345,3439.5,2298,831,249.5,61
